Location,Vacancy Name,Experience Required,Average Salary,Industry,Schedule,Experience,City,Population,Schedule Encoded
Улан-Удэ,Системный администратор,От 1 года до 3 лет,60000.0,Системный администратор,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Главный бухгалтер,От 3 до 6 лет,80000.0,Бухгалтер,Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,Мерчендайзер Мобильный,От 1 года до 3 лет,60000.0,Мерчандайзер,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Пекарь (ученик пекаря) в сеть кондитерских цехов «Вкус детства»,Нет опыта,400000.0,"Повар, пекарь, кондитер",Вахтовый метод,0,Улан-Удэ,404400.0,5
Улан-Удэ,Механик,От 1 года до 3 лет,180000.0,Механик,Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Машинист погрузочных машин (на фронтальный погрузчик),От 1 года до 3 лет,150000.0,Машинист,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Главный специалист - юрист,Нет опыта,45500.0,Юрист,Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Фасовщик заказов,Нет опыта,59500.0,"Упаковщик, комплектовщик",Гибкий график,0,Улан-Удэ,404400.0,3
Улан-Удэ,Помощник маркетолога/Бизнес-ассистент,Нет опыта,35000.0,"Секретарь, помощник руководителя, ассистент",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Администратор салона красоты,Нет опыта,55000.0,Администратор,Сменный график,0,Улан-Удэ,404400.0,2
Улан-Удэ,Разнорабочий,Нет опыта,105000.0,Разнорабочий,Вахтовый метод,0,Улан-Удэ,404400.0,5
Улан-Удэ,Водитель-Курьер на доставку с личным автомобилем,Нет опыта,62500.0,Курьер,Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Водитель легкового автомобиля УАЗ,От 1 года до 3 лет,120000.0,Водитель,Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Оператор по звонкам на полдня 4 часа (не продажи),Нет опыта,30000.0,"Оператор call-центра, специалист контактного центра",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Начинающий IT специалист,Нет опыта,70000.0,"Мастер по ремонту оборудования, техники",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Водитель автомобиля,От 1 года до 3 лет,44000.0,Водитель,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Администратор салона красоты,Нет опыта,40000.0,Другое,Сменный график,0,Улан-Удэ,404400.0,2
Улан-Удэ,Горничная,От 1 года до 3 лет,182700.0,"Уборщица, уборщик",Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Помощник руководителя,Нет опыта,40000.0,"Секретарь, помощник руководителя, ассистент",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Специалист по кадрам,От 1 года до 3 лет,44000.0,Специалист по кадрам,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Водитель вахтового автобуса,От 1 года до 3 лет,225000.0,Водитель,Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Посудомойщик / Посудомойщица,Нет опыта,75000.0,"Уборщица, уборщик",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Директор по строительству,От 3 до 6 лет,200000.0,Руководитель строительного проекта,Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,Сотрудник в детский картинг,Нет опыта,40000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,"Менеджер по персоналу, кадровик (в центре города)",От 1 года до 3 лет,100000.0,Руководитель отдела персонала,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Начальник ОКС,От 3 до 6 лет,71000.0,Финансовый менеджер,Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,Диспетчер,От 1 года до 3 лет,42500.0,Диспетчер,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Юрисконсультант,От 3 до 6 лет,36500.0,Юрисконсульт,Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,Мерчендайзер,От 1 года до 3 лет,42500.0,Мерчандайзер,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Бухгалтер,От 3 до 6 лет,70000.0,Бухгалтер,Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,Офис-менеджер,От 1 года до 3 лет,47500.0,Офис-менеджер,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Охранник (вахта 45/45),От 1 года до 3 лет,120000.0,Охранник,Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Оператор 1C,От 1 года до 3 лет,40000.0,"Оператор ПК, оператор базы данных",Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Управляющий рестораном,От 1 года до 3 лет,100000.0,Менеджер ресторана,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Специалист по документообороту,От 1 года до 3 лет,44000.0,"Делопроизводитель, архивариус",Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Офис-менеджер,Нет опыта,40000.0,Офис-менеджер,Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Торговый представитель,От 1 года до 3 лет,80000.0,Торговый представитель,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Завхоз,Нет опыта,40000.0,Кладовщик,Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Водитель автомобиля легкового,От 1 года до 3 лет,110000.0,Водитель,Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Секретарь руководителя,От 1 года до 3 лет,51800.0,Другое,Полный день,2,Улан-Удэ,404400.0,1
Улан-Удэ,Региональный торговый представитель,От 3 до 6 лет,140000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,"Водитель по категории Е (полуприцеп), выплачиваем подъемные",От 1 года до 3 лет,245000.0,Водитель,Вахтовый метод,2,Улан-Удэ,404400.0,5
Улан-Удэ,Официант,Нет опыта,40000.0,"Официант, бармен, бариста",Сменный график,0,Улан-Удэ,404400.0,2
Улан-Удэ,Разнорабочий,Нет опыта,150000.0,Разнорабочий,Вахтовый метод,0,Улан-Удэ,404400.0,5
Улан-Удэ,Бухгалтер,От 3 до 6 лет,50000.0,Бухгалтер,Полный день,4,Улан-Удэ,404400.0,1
Улан-Удэ,SMM-менеджер,Нет опыта,50000.0,"SMM-менеджер, контент-менеджер",Полный день,0,Улан-Удэ,404400.0,1
Улан-Удэ,Подменный Торговый представитель,Нет опыта,65000.0,Торговый представитель,Полный день,0,Улан-Удэ,404400.0,1
Якутск,Начинающий специалист по заполнению заявок (удаленно),Нет опыта,45000.0,"Оператор call-центра, специалист контактного центра",Удаленная работа,0,Якутск,269500.0,4
Якутск,"Специалист МФЦ, г. Якутск",Нет опыта,54000.0,Другое,Сменный график,0,Якутск,269500.0,2
Якутск,Специалист по воинскому учету и мобилизационной работе,От 1 года до 3 лет,90180.0,Другое,Полный день,2,Якутск,269500.0,1
Якутск,Заведующий складом,От 1 года до 3 лет,330000.0,Начальник склада,Вахтовый метод,2,Якутск,269500.0,5
Якутск,Ведущий специалист по платежным системам,От 1 года до 3 лет,118000.0,Системный администратор,Полный день,2,Якутск,269500.0,1
Якутск,Экономист 1 категории Отдела материально-технического снабжения ЦЭС,От 3 до 6 лет,90000.0,Экономист,Полный день,4,Якутск,269500.0,1
Якутск,Бухгалтер,От 1 года до 3 лет,70000.0,Бухгалтер,Полный день,2,Якутск,269500.0,1
Якутск,Специалист 1 разряда,Нет опыта,43194.0,Другое,Полный день,0,Якутск,269500.0,1
Якутск,Специалист по работе с персоналом,От 3 до 6 лет,344800.0,Специалист по кадрам,Вахтовый метод,4,Якутск,269500.0,5
Якутск,Комплектовщик ПОДРАБОТКА(350 руб/час),Нет опыта,350.0,"Упаковщик, комплектовщик",Гибкий график,0,Якутск,269500.0,3
Якутск,Специалист,Нет опыта,43194.0,Экономист,Полный день,0,Якутск,269500.0,1
Якутск,Backend-разработчик,От 1 года до 3 лет,90000.0,"Программист, разработчик",Полный день,2,Якутск,269500.0,1
Якутск,Снабженец,Нет опыта,85000.0,Менеджер по закупкам,Полный день,0,Якутск,269500.0,1
Якутск,Водитель автомобиля персональный,От 1 года до 3 лет,70000.0,Водитель,Полный день,2,Якутск,269500.0,1
Якутск,Сборщик и заготовщик сэндвичей,Нет опыта,1500.0,Другое,Полный день,0,Якутск,269500.0,1
Якутск,Упаковщик на фабрику подушек в Южную Корею,Нет опыта,185000.0,"Упаковщик, комплектовщик",Полный день,0,Якутск,269500.0,1
Якутск,Руководитель отдела продаж,Более 6 лет,200000.0,Руководитель отдела продаж,Полный день,7,Якутск,269500.0,1
Якутск,Подсобный рабочий,Нет опыта,110000.0,Разнорабочий,Вахтовый метод,0,Якутск,269500.0,5
Якутск,Няня,От 1 года до 3 лет,40000.0,"Воспитатель, няня",Полный день,2,Якутск,269500.0,1
Якутск,Горнорабочий вахта,Нет опыта,121000.0,Другое,Вахтовый метод,0,Якутск,269500.0,5
Якутск,Администратор,Нет опыта,55000.0,Администратор,Полный день,0,Якутск,269500.0,1
Якутск,Секретарь,Нет опыта,40000.0,Другое,Полный день,0,Якутск,269500.0,1
Якутск,Оператор бухгалтерии,От 1 года до 3 лет,43000.0,Бухгалтер,Полный день,2,Якутск,269500.0,1
Якутск,Администратор\ресепшен,Нет опыта,40000.0,"Администратор магазина, администратор торгового зала",Сменный график,0,Якутск,269500.0,2
Якутск,Водитель легкового автомобиля,От 3 до 6 лет,50000.0,Водитель,Полный день,4,Якутск,269500.0,1
Якутск,Няня/бебиситтер,Нет опыта,65000.0,Другое,Полный день,0,Якутск,269500.0,1
Якутск,"Управляющий сетью магазинов ""Мокрый нос""",От 3 до 6 лет,85000.0,"Директор магазина, директор сети магазинов",Полный день,4,Якутск,269500.0,1
Якутск,Медицинский регистратор (удаленно),Нет опыта,50000.0,Другое,Удаленная работа,0,Якутск,269500.0,4
Якутск,Разнорабочий/работник на производство,Нет опыта,80000.0,Разнорабочий,Полный день,0,Якутск,269500.0,1
Якутск,Системный администратор,Нет опыта,60000.0,Системный администратор,Полный день,0,Якутск,269500.0,1
Якутск,Инженер по гражданской обороне и чрезвычайным ситуациям,От 1 года до 3 лет,100253.5,Другое,Полный день,2,Якутск,269500.0,1
Якутск,Администратор по расселению,От 1 года до 3 лет,85000.0,Другое,Вахтовый метод,2,Якутск,269500.0,5
Якутск,Бухгалтер по учету тмц,От 1 года до 3 лет,104000.0,Бухгалтер,Полный день,2,Якутск,269500.0,1
Якутск,Упаковщик готовых блюд,Нет опыта,2000.0,"Официант, бармен, бариста",Гибкий график,0,Якутск,269500.0,3
Якутск,Сборщик интернет-заказов в аптеку,Нет опыта,38500.0,"Упаковщик, комплектовщик",Полный день,0,Якутск,269500.0,1
Якутск,Продавец-консультант корейской косметики,Нет опыта,57500.0,Другое,Полный день,0,Якутск,269500.0,1
Якутск,Пешеход-исследователь для проектов Яндекса,Нет опыта,50000.0,Другое,Гибкий график,0,Якутск,269500.0,3
Якутск,Сотрудник охраны,От 1 года до 3 лет,110000.0,Охранник,Вахтовый метод,2,Якутск,269500.0,5
Якутск,Механик,От 3 до 6 лет,170000.0,Механик,Вахтовый метод,4,Якутск,269500.0,5
Якутск,Администратор стоматологической клиники,Нет опыта,65000.0,Администратор,Сменный график,0,Якутск,269500.0,2
Якутск,Бухгалтер,Нет опыта,70500.0,Бухгалтер,Полный день,0,Якутск,269500.0,1
Якутск,Личный ассистент,Нет опыта,62500.0,"Секретарь, помощник руководителя, ассистент",Полный день,0,Якутск,269500.0,1
Якутск,Консультант по продукту в магазине BENETTON и SISLEY,Нет опыта,52500.0,"Продавец-консультант, продавец-кассир",Полный день,0,Якутск,269500.0,1
Якутск,Инженер Автотранспортного отдела,От 1 года до 3 лет,88000.0,Другое,Полный день,2,Якутск,269500.0,1
Якутск,Оператор отдела кадров,От 1 года до 3 лет,43000.0,Специалист по кадрам,Полный день,2,Якутск,269500.0,1
Якутск,Кухонный работник (Якутск),Нет опыта,150000.0,Другое,Вахтовый метод,0,Якутск,269500.0,5
Якутск,Администратор,Нет опыта,57500.0,Администратор,Полный день,0,Якутск,269500.0,1
Якутск,Старший кладовщик,От 1 года до 3 лет,160000.0,Кладовщик,Вахтовый метод,2,Якутск,269500.0,5
Якутск,Юрисконсульт,От 1 года до 3 лет,70000.0,Юрисконсульт,Полный день,2,Якутск,269500.0,1
Якутск,Водитель грузового самосвала,От 3 до 6 лет,180000.0,Водитель,Полный день,4,Якутск,269500.0,1
Якутск,Флорист в Сейчастье Flowers,Нет опыта,45000.0,Другое,Гибкий график,0,Якутск,269500.0,3
Якутск,UX/UI дизайнер,От 1 года до 3 лет,100000.0,"Дизайнер, художник",Полный день,2,Якутск,269500.0,1
Якутск,Руководитель розничного отдела,От 1 года до 3 лет,80000.0,"Директор магазина, директор сети магазинов",Полный день,2,Якутск,269500.0,1
Якутск,Водитель категории B,От 3 до 6 лет,122000.0,Водитель,Вахтовый метод,4,Якутск,269500.0,5
Якутск,Оператор ПК,Нет опыта,40000.0,"Менеджер по продажам, менеджер по работе с клиентами",Удаленная работа,0,Якутск,269500.0,4
Якутск,Охранник в Республику Саха (Якутия),От 1 года до 3 лет,135000.0,Охранник,Вахтовый метод,2,Якутск,269500.0,5
Якутск,Помощник воспитателя,Нет опыта,54000.0,"Воспитатель, няня",Полный день,0,Якутск,269500.0,1
Якутск,Дворник,Нет опыта,6000.0,Дворник,Гибкий график,0,Якутск,269500.0,3
Якутск,Рекрутер,От 1 года до 3 лет,70000.0,Специалист по подбору персонала,Полный день,2,Якутск,269500.0,1
Якутск,Менеджер по работе с клиентами,Нет опыта,60000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,0,Якутск,269500.0,1
Кызыл,Менеджер по туризму,Нет опыта,60000.0,Менеджер по туризму,Полный день,0,Кызыл,109900.0,1
Кызыл,Продавец-консультант,Нет опыта,40000.0,"Продавец-консультант, продавец-кассир",Сменный график,0,Кызыл,109900.0,2
Кызыл,Фасовщик заказов,Нет опыта,59500.0,"Упаковщик, комплектовщик",Гибкий график,0,Кызыл,109900.0,3
Кызыл,Сборщик Ozon Community,Нет опыта,150000.0,"Упаковщик, комплектовщик",Вахтовый метод,0,Кызыл,109900.0,5
Кызыл,Администратор в стоматологию,От 1 года до 3 лет,40000.0,Администратор,Сменный график,2,Кызыл,109900.0,2
Кызыл,Оператор по сверкам (финансовый ревизор),Нет опыта,48000.0,Бухгалтер,Полный день,0,Кызыл,109900.0,1
Кызыл,Помощник руководителя,Нет опыта,50000.0,"Секретарь, помощник руководителя, ассистент",Полный день,0,Кызыл,109900.0,1
Кызыл,Агент по продажам автомобилей,От 1 года до 3 лет,275000.0,"Менеджер по продажам, менеджер по работе с клиентами",Гибкий график,2,Кызыл,109900.0,3
Кызыл,Начинающий специалист,Нет опыта,70000.0,Другое,Гибкий график,0,Кызыл,109900.0,3
Кызыл,Начинающий специалист по подбору персонала,Нет опыта,40000.0,"Оператор call-центра, специалист контактного центра",Сменный график,0,Кызыл,109900.0,2
Кызыл,Управляющий,От 1 года до 3 лет,45000.0,Другое,Сменный график,2,Кызыл,109900.0,2
Кызыл,Аудитор торговых точек (Кызыл),Нет опыта,5000.0,Другое,Полный день,0,Кызыл,109900.0,1
Кызыл,"Менеджер-консультант NATURA SIBERICA, г. Кызыл (ТЦ Алексеевский)",Нет опыта,46900.0,"Продавец-консультант, продавец-кассир",Сменный график,0,Кызыл,109900.0,2
Кызыл,Продавец-консультант,Нет опыта,35500.0,"Продавец-консультант, продавец-кассир",Полный день,0,Кызыл,109900.0,1
Кызыл,Водитель-экспедитор (Табак),От 1 года до 3 лет,59000.0,Водитель,Полный день,2,Кызыл,109900.0,1
Кызыл,Работник торгового зала,Нет опыта,75000.0,"Продавец-консультант, продавец-кассир",Гибкий график,0,Кызыл,109900.0,3
Кызыл,Ведущий бухгалтер,От 3 до 6 лет,50000.0,Бухгалтер,Полный день,4,Кызыл,109900.0,1
Кызыл,Оператор 1С,Нет опыта,43600.0,"Оператор ПК, оператор базы данных",Полный день,0,Кызыл,109900.0,1
Кызыл,Инженер 1 категории,От 1 года до 3 лет,45000.0,Системный инженер,Полный день,2,Кызыл,109900.0,1
Кызыл,Кредитный менеджер в отделение банка,Нет опыта,45000.0,Кредитный специалист,Полный день,0,Кызыл,109900.0,1
Кызыл,Торговый представитель,Нет опыта,95000.0,Торговый представитель,Полный день,0,Кызыл,109900.0,1
Кызыл,Специалист выездного взыскания,Нет опыта,70000.0,Специалист по взысканию задолженности,Полный день,0,Кызыл,109900.0,1
Кызыл,Менеджер по продажам/куратор в стоматологию,От 1 года до 3 лет,70000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,2,Кызыл,109900.0,1
Кызыл,Горнорабочий подземный (ученик),Нет опыта,120000.0,Другое,Вахтовый метод,0,Кызыл,109900.0,5
Кызыл,Инструктор по вождению,От 3 до 6 лет,45000.0,Водитель,Полный день,4,Кызыл,109900.0,1
Кызыл,Весовщик,Нет опыта,110000.0,Оператор производственной линии,Вахтовый метод,0,Кызыл,109900.0,5
Кызыл,Сборщик интернет заказов в ТЦ Курай-Курай,Нет опыта,40985.5,Другое,Полный день,0,Кызыл,109900.0,1
Кызыл,Продавец-консультант в ТЦ МВидео,Нет опыта,55000.0,"Продавец-консультант, продавец-кассир",Полный день,0,Кызыл,109900.0,1
Кызыл,Оператор-кассир сети АЗС G2,Нет опыта,48000.0,Кассир-операционист,Сменный график,0,Кызыл,109900.0,2
Кызыл,Оператор-кассир,От 1 года до 3 лет,57500.0,Кассир-операционист,Полный день,2,Кызыл,109900.0,1
Кызыл,Территориальный директор (Кызыл),От 3 до 6 лет,105000.0,"Директор магазина, директор сети магазинов",Полный день,4,Кызыл,109900.0,1
Кызыл,Торговый представитель (алкогольное направление),Нет опыта,80000.0,Торговый представитель,Полный день,0,Кызыл,109900.0,1
Кызыл,Продавец-консультант (на Дружбы),Нет опыта,44500.0,"Продавец-консультант, продавец-кассир",Полный день,0,Кызыл,109900.0,1
Кызыл,Сотрудник склада (ТЦ Курай-Курай),Нет опыта,42690.0,Кладовщик,Полный день,0,Кызыл,109900.0,1
Кызыл,"Фельдшер скорой помощи (""Земский фельдшер"")",Нет опыта,70500.0,Ассистент врача,Сменный график,0,Кызыл,109900.0,2
Кызыл,Кассир,От 1 года до 3 лет,36000.0,Другое,Удаленная работа,2,Кызыл,109900.0,4
Кызыл,Менеджер по доставке банковских продуктов Альфа-Банка,Нет опыта,110000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,0,Кызыл,109900.0,1
Кызыл,Ночной специалист службы поддержки пользователей,Нет опыта,30000.0,Специалист технической поддержки,Удаленная работа,0,Кызыл,109900.0,4
Кызыл,Товаровед-оценщик,От 1 года до 3 лет,50000.0,Оценщик,Сменный график,2,Кызыл,109900.0,2
Кызыл,Заместитель директора магазина (г. Кызыл),Нет опыта,64500.0,"Директор магазина, директор сети магазинов",Полный день,0,Кызыл,109900.0,1
Кызыл,Заведующий производством,От 3 до 6 лет,105000.0,Начальник производства,Полный день,4,Кызыл,109900.0,1
Кызыл,Оператор,Нет опыта,40000.0,Другое,Сменный график,0,Кызыл,109900.0,2
Кызыл,Специалист по обслуживанию банкоматов (Резерв),Нет опыта,51500.0,Тестировщик,Полный день,0,Кызыл,109900.0,1
Кызыл,Инженер по ОТ и ТБ,От 3 до 6 лет,38500.0,Другое,Полный день,4,Кызыл,109900.0,1
Кызыл,Риелтор \ агент по недвижимости (ученик),Нет опыта,190000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,0,Кызыл,109900.0,1
Кызыл,Специалист по технической поддержке пользователей,От 1 года до 3 лет,57498.0,Специалист технической поддержки,Полный день,2,Кызыл,109900.0,1
Кызыл,Продавец-консультант автомобилей,Нет опыта,25000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день,0,Кызыл,109900.0,1
Кызыл,Помощник бухгалтера,От 1 года до 3 лет,45000.0,Бухгалтер,Полный день,2,Кызыл,109900.0,1
Кызыл,Водитель БелАЗа,От 1 года до 3 лет,250000.0,Водитель,Вахтовый метод,2,Кызыл,109900.0,5
Кызыл,Электромонтер,От 1 года до 3 лет,31000.0,Электромонтажник,Полный день,2,Кызыл,109900.0,1
Кызыл,Кухонный рабочий,Нет опыта,156000.0,Другое,Вахтовый метод,0,Кызыл,109900.0,5
Кызыл,Плиточник-отделочник,Более 6 лет,150000.0,Другое,Полный день,7,Кызыл,109900.0,1
Кызыл,Водитель легкового автомобиля,От 3 до 6 лет,49300.0,Водитель,Вахтовый метод,4,Кызыл,109900.0,5
Кызыл,Водитель на самосвал,От 1 года до 3 лет,145000.0,Водитель,Полный день,2,Кызыл,109900.0,1
Кызыл,"Водитель категории В, С, Е",От 1 года до 3 лет,60000.0,Водитель,Полный день,2,Кызыл,109900.0,1
Кызыл,Мастер ЭМР,От 1 года до 3 лет,130000.0,"Прораб, мастер СМР",Вахтовый метод,2,Кызыл,109900.0,5
Кызыл,Медицинская сестра/медицинский брат по массажу,Нет опыта,55000.0,"Медицинская сестра, медицинский брат",Полный день,0,Кызыл,109900.0,1
Кызыл,Водитель самосвала,От 1 года до 3 лет,160000.0,Водитель,Вахтовый метод,2,Кызыл,109900.0,5
Кызыл,Сотрудник на склад Community,Нет опыта,150000.0,"Упаковщик, комплектовщик",Вахтовый метод,0,Кызыл,109900.0,5
Кызыл,Ученик монтажника кондиционеров,Нет опыта,30000.0,Монтажник,Полный день,0,Кызыл,109900.0,1
Кызыл,"Торговый представитель, г. Кызыл",Нет опыта,72500.0,Торговый представитель,Полный день,0,Кызыл,109900.0,1
Кызыл,Офис-менеджер,От 1 года до 3 лет,35000.0,Офис-менеджер,Полный день,2,Кызыл,109900.0,1
Кызыл,"Водитель автомобиля (категории С, Д)",От 1 года до 3 лет,100000.0,Водитель,Полный день,2,Кызыл,109900.0,1
Кызыл,"Управляющий дискаунтером ( Кызыл, Каа-Хем)",Нет опыта,80000.0,"Директор магазина, директор сети магазинов",Полный день,0,Кызыл,109900.0,1
Кызыл,Водитель-курьер,От 1 года до 3 лет,32000.0,Водитель,Полный день,2,Кызыл,109900.0,1
Кызыл,Автоэлектрик-диагност,От 3 до 6 лет,160000.0,"Слесарь, сантехник",Вахтовый метод,4,Кызыл,109900.0,5
Кызыл,Комплектовщик,Нет опыта,47000.0,"Упаковщик, комплектовщик",Полный день,0,Кызыл,109900.0,1
Кызыл,Ночной консультант службы поддержки пользователей,Нет опыта,30000.0,Специалист технической поддержки,Удаленная работа,0,Кызыл,109900.0,4
Кызыл,Врач-невролог,Нет опыта,115000.0,Врач,Полный день,0,Кызыл,109900.0,1
Кызыл,Оператор входящих звонков Яндекс Путешествий (проектная работа на 4 месяца),Нет опыта,30000.0,"Оператор call-центра, специалист контактного центра",Полный день,0,Кызыл,109900.0,1
Кызыл,Машинист экскаватора,От 1 года до 3 лет,165000.0,Машинист,Вахтовый метод,2,Кызыл,109900.0,5
Кызыл,Инструктор отдела по производственным процессам,От 1 года до 3 лет,32000.0,Разнорабочий,Полный день,2,Кызыл,109900.0,1
Кызыл,Делопроизводитель,Нет опыта,40000.0,"Делопроизводитель, архивариус",Полный день,0,Кызыл,109900.0,1
Кызыл,Ведущий специалист группы реструктуризации,От 1 года до 3 лет,32000.0,"Инженер ПТО, инженер-сметчик",Полный день,2,Кызыл,109900.0,1
Абакан,"Диспетчер (отдел продаж, транспорт)",Нет опыта,55000.0,Диспетчер,Полный день,0,Абакан,165200.0,1
Абакан,Бухгалтер на первичную документацию,От 1 года до 3 лет,60000.0,Бухгалтер,Полный день,2,Абакан,165200.0,1
Абакан,Заместитель генерального директора по административной хозяйственной деятельности,От 1 года до 3 лет,150000.0,Другое,Полный день,2,Абакан,165200.0,1
Абакан,Специалист по работе с документами,Нет опыта,30000.0,"Делопроизводитель, архивариус",Полный день,0,Абакан,165200.0,1
Абакан,Торговый представитель (табачное направление),Нет опыта,90000.0,Торговый представитель,Полный день,0,Абакан,165200.0,1
Абакан,Менеджер по продаже недвижимости,Нет опыта,157500.0,Агент по недвижимости,Полный день,0,Абакан,165200.0,1
Абакан,Оператор (в отдел снабжения),От 1 года до 3 лет,40000.0,"Оператор ПК, оператор базы данных",Полный день,2,Абакан,165200.0,1
Абакан,Офис-менеджер,Нет опыта,45000.0,Офис-менеджер,Полный день,0,Абакан,165200.0,1
Абакан,Оператор 1C,От 1 года до 3 лет,48000.0,"Оператор ПК, оператор базы данных",Полный день,2,Абакан,165200.0,1
Абакан,Механик (Начальник автоколонны),От 3 до 6 лет,160000.0,Водитель,Полный день,4,Абакан,165200.0,1
Абакан,Администратор базы отдыха,Нет опыта,50000.0,Менеджер по туризму,Вахтовый метод,0,Абакан,165200.0,5
Абакан,Начальник транспортного цеха/заместитель руководителя/механик,Более 6 лет,100000.0,Механик,Полный день,7,Абакан,165200.0,1
Абакан,Менеджер по работе с клиентами,От 1 года до 3 лет,50000.0,"Менеджер по продажам, менеджер по работе с клиентами",Удаленная работа,2,Абакан,165200.0,4
Абакан,Секретарь руководителя,Нет опыта,30787.0,"Секретарь, помощник руководителя, ассистент",Полный день,0,Абакан,165200.0,1
Абакан,Помощник руководителя,Нет опыта,40000.0,"Секретарь, помощник руководителя, ассистент",Полный день,0,Абакан,165200.0,1
Абакан,Диспетчер транспортного отдела,От 3 до 6 лет,70000.0,Диспетчер,Вахтовый метод,4,Абакан,165200.0,5
Абакан,Офис менеджер,Нет опыта,40000.0,Кредитный специалист,Полный день,0,Абакан,165200.0,1
Абакан,Заведующий хозяйством,От 1 года до 3 лет,50000.0,Менеджер/руководитель АХО,Полный день,2,Абакан,165200.0,1
Абакан,Офис-менеджер,От 1 года до 3 лет,42000.0,Офис-менеджер,Полный день,2,Абакан,165200.0,1
Абакан,Администратор,Нет опыта,42500.0,Администратор,Сменный график,0,Абакан,165200.0,2
Абакан,Кадровик – Расчетчик заработной платы,От 1 года до 3 лет,50000.0,Специалист по кадрам,Полный день,2,Абакан,165200.0,1
Абакан,Управляющий розничным магазином,От 1 года до 3 лет,100000.0,"Директор магазина, директор сети магазинов",Полный день,2,Абакан,165200.0,1
Абакан,Водитель-экспедитор категории С (продукция АЯН),От 1 года до 3 лет,100000.0,Водитель,Полный день,2,Абакан,165200.0,1
Абакан,Комплектовщик на теплый склад,Нет опыта,142500.0,"Упаковщик, комплектовщик",Вахтовый метод,0,Абакан,165200.0,5
Абакан,Грузчик-наборщик,Нет опыта,45000.0,Кладовщик,Полный день,0,Абакан,165200.0,1
Абакан,Водитель легкового автомобиля (ЧНГКМ),От 1 года до 3 лет,165000.0,Водитель,Вахтовый метод,2,Абакан,165200.0,5
Абакан,"Торговый представитель (Heineken, HoReCa)",Нет опыта,85000.0,Торговый представитель,Полный день,0,Абакан,165200.0,1
Абакан,Региональный торговый представитель,От 3 до 6 лет,150000.0,Торговый представитель,Полный день,4,Абакан,165200.0,1
Абакан,Бариста. Обучим с 0,Нет опыта,35000.0,"Официант, бармен, бариста",Полный день,0,Абакан,165200.0,1
Абакан,Пресейл по электрике,Нет опыта,60000.0,"Инженер-энергетик, инженер-электрик",Полный день,0,Абакан,165200.0,1
Абакан,Менеджер по закупу зерновых культур,От 1 года до 3 лет,175000.0,Менеджер по закупкам,Полный день,2,Абакан,165200.0,1
Абакан,Водитель - инкассатор,От 1 года до 3 лет,73000.0,Охранник,Полный день,2,Абакан,165200.0,1
Абакан,Управляющий филиалом,От 1 года до 3 лет,75000.0,Руководитель филиала,Полный день,2,Абакан,165200.0,1
